Breite,Laenge,Strasse
49.3508,8.1215,Saarlandstraße
49.3535,8.1215,Sauterstraße
49.3484,8.1216,Nachtigallstraße
49.3503,8.1216,Leibnizstraße
49.3504,8.1216,Hauberallee
49.3533,8.1216,Sauterstraße
49.3534,8.1216,Sauterstraße
49.3535,8.1216,Sauterstraße
49.3484,8.1217,Nachtigallstraße
49.3504,8.1217,Leibnizstraße
49.3508,8.1217,Saarlandstraße
49.3515,8.1217,Talstraße
49.3533,8.1217,Sauterstraße
49.3534,8.1217,Sauterstraße
49.3505,8.1218,Leibnizstraße
49.3534,8.1218,Sauterstraße
49.3535,8.1218,Sauterstraße
49.3506,8.1219,Leibnizstraße
49.3507,8.1219,Saarlandstraße
49.3533,8.1219,Sauterstraße
49.3534,8.1219,Sauterstraße
49.3506,8.122,Leibnizstraße
49.3508,8.122,Saarlandstraße
49.3514,8.122,Talstraße
49.3533,8.122,Sauterstraße
49.3534,8.122,Sauterstraße
49.3535,8.122,Sauterstraße
49.3508,8.1221,Saarlandstraße
49.3507,8.1222,Karolinenstraße
49.3533,8.1222,Sauterstraße
49.3534,8.1222,Sauterstraße
49.3507,8.1223,Karolinenstraße
49.3513,8.1223,Talstraße
49.3533,8.1223,Sauterstraße
49.3507,8.1224,Karolinenstraße
49.3534,8.1224,Sauterstraße
49.3506,8.1225,Karolinenstraße
49.3507,8.1225,Karolinenstraße
49.3533,8.1225,Sauterstraße
49.3507,8.1226,Karolinenstraße
49.3513,8.1226,Talstraße
49.3532,8.1226,Sauterstraße
49.3534,8.1226,Sauterstraße
49.3506,8.1227,Karolinenstraße
49.3507,8.1227,Karolinenstraße
49.3532,8.1227,Sauterstraße
49.3533,8.1227,Sauterstraße
49.3506,8.1228,Karolinenstraße
49.3507,8.1228,Karolinenstraße
49.3532,8.1228,Sauterstraße
49.3533,8.1228,Sauterstraße
49.3506,8.1229,Karolinenstraße
49.3512,8.1229,Talstraße
49.3532,8.1229,Sauterstraße
49.3506,8.123,Karolinenstraße
49.3507,8.123,Karolinenstraße
49.3532,8.123,Sauterstraße
49.3533,8.123,Sauterstraße
49.3505,8.1231,Karolinenstraße
49.3506,8.1231,Karolinenstraße
49.3505,8.1232,Karolinenstraße
49.3506,8.1232,Karolinenstraße
49.3532,8.1232,Sauterstraße
49.3533,8.1232,Sauterstraße
49.3505,8.1233,Karolinenstraße
49.3506,8.1233,Karolinenstraße
49.3505,8.1234,Karolinenstraße
49.3506,8.1234,Karolinenstraße
49.3511,8.1234,Talstraße
49.3532,8.1234,Sauterstraße
49.3533,8.1234,Sauterstraße
49.3504,8.1235,Karolinenstraße
49.3505,8.1235,Karolinenstraße
49.3532,8.1235,Sauterstraße
49.3504,8.1236,Karolinenstraße
49.3505,8.1236,Karolinenstraße
49.3502,8.1237,Karolinenstraße
49.3503,8.1237,Karolinenstraße
49.3504,8.1237,Karolinenstraße
49.351,8.1237,Talstraße
49.3532,8.1237,Sauterstraße
49.3533,8.1237,Sauterstraße
49.3501,8.1238,Karolinenstraße
49.3502,8.1238,Karolinenstraße
49.3503,8.1238,Karolinenstraße
49.3511,8.1238,Talstraße
49.3512,8.1238,Rotkreuzstraße
49.3513,8.1238,Rotkreuzstraße
49.3533,8.1238,Sauterstraße
49.3501,8.1239,Karolinenstraße
49.3502,8.1239,Karolinenstraße
49.3515,8.1239,Rotkreuzstraße
49.3517,8.1239,Rotkreuzstraße
49.3532,8.1239,Sauterstraße
49.3533,8.1239,Sauterstraße
49.3501,8.124,Karolinenstraße
49.351,8.124,Talstraße
49.3518,8.124,Rotkreuzstraße
49.3521,8.124,Rotkreuzstraße
49.3522,8.124,Rotkreuzstraße
49.3524,8.124,Rotkreuzstraße
49.3525,8.124,Rotkreuzstraße
49.3526,8.124,Rotkreuzstraße
49.3528,8.124,Rotkreuzstraße
49.3529,8.124,Rotkreuzstraße
49.353,8.124,Rotkreuzstraße
49.3531,8.124,Rotkreuzstraße
49.3532,8.124,Sauterstraße
49.3533,8.124,Sauterstraße
49.35,8.1241,Karolinenstraße
49.351,8.1241,Rotkreuzstraße
49.3532,8.1241,Sauterstraße
49.35,8.1242,Karolinenstraße
49.3532,8.1242,Sauterstraße
49.3533,8.1242,Sauterstraße
49.35,8.1243,Karolinenstraße
49.3501,8.1243,Karolinenstraße
49.3509,8.1243,Talstraße
49.3532,8.1243,Sauterstraße
49.35,8.1244,Karolinenstraße
49.3509,8.1244,Talstraße
49.3532,8.1244,Sauterstraße
49.3533,8.1244,Sauterstraße
49.35,8.1245,Karolinenstraße
49.3501,8.1245,Karolinenstraße
49.3532,8.1245,Sauterstraße
49.3533,8.1245,Sauterstraße
49.35,8.1246,Karolinenstraße
49.3501,8.1246,Karolinenstraße
49.3509,8.1246,Talstraße
49.35,8.1247,Karolinenstraße
49.3509,8.1247,Talstraße
49.3533,8.1247,Sauterstraße
49.35,8.1248,Karolinenstraße
49.3501,8.1248,Karolinenstraße
49.3532,8.1248,Sauterstraße
49.35,8.1249,Karolinenstraße
49.3532,8.1249,Sauterstraße
49.3533,8.1249,Sauterstraße
49.35,8.125,Karolinenstraße
49.3501,8.125,Karolinenstraße
49.3509,8.125,Talstraße
49.3532,8.125,Sauterstraße
49.3533,8.125,Sauterstraße
49.35,8.1251,Karolinenstraße
49.3533,8.1251,Sauterstraße
49.35,8.1252,Karolinenstraße
49.3501,8.1252,Karolinenstraße
49.3532,8.1252,Sauterstraße
49.3499,8.1253,Karolinenstraße
49.35,8.1253,Karolinenstraße
49.3508,8.1253,Talstraße
49.3532,8.1253,Sauterstraße
49.3533,8.1253,Sauterstraße
49.3499,8.1254,Karolinenstraße
49.35,8.1254,Karolinenstraße
49.3508,8.1254,Talstraße
49.3532,8.1254,Sauterstraße
49.3533,8.1254,Sauterstraße
49.3499,8.1255,Karolinenstraße
49.35,8.1255,Karolinenstraße
49.3532,8.1255,Sauterstraße
49.3499,8.1256,Karolinenstraße
49.3532,8.1256,Sauterstraße
49.3533,8.1256,Sauterstraße
49.3499,8.1257,Karolinenstraße
49.35,8.1257,Karolinenstraße
49.3508,8.1257,Talstraße
49.3533,8.1257,Sauterstraße
49.3499,8.1258,Karolinenstraße
49.3508,8.1258,Talstraße
49.3532,8.1258,Sauterstraße
49.3533,8.1258,Sauterstraße
49.3499,8.1259,Karolinenstraße
49.35,8.1259,Karolinenstraße
49.3532,8.1259,Sauterstraße
49.3498,8.126,Karolinenstraße
49.3499,8.126,Karolinenstraße
49.3508,8.126,Talstraße
49.3499,8.1261,Karolinenstraße
49.3508,8.1261,Talstraße
49.3532,8.1261,Sauterstraße
49.3499,8.1262,Karolinenstraße
49.3498,8.1263,Karolinenstraße
49.3499,8.1263,Karolinenstraße
49.3508,8.1263,Talstraße
49.3532,8.1263,Sauterstraße
49.3499,8.1264,Karolinenstraße
49.3508,8.1264,Talstraße
49.3532,8.1264,Sauterstraße
49.3499,8.1265,Karolinenstraße
49.3498,8.1266,Karolinenstraße
49.3499,8.1266,Karolinenstraße
49.3508,8.1266,Talstraße
49.3532,8.1266,Sauterstraße
49.3499,8.1267,Karolinenstraße
49.3508,8.1267,Talstraße
49.3498,8.1268,Karolinenstraße
49.3532,8.1268,Sauterstraße
49.3498,8.1269,Karolinenstraße
49.3499,8.1269,Karolinenstraße
49.3508,8.1269,Talstraße
49.3532,8.1269,Sauterstraße
49.3498,8.127,Karolinenstraße
49.3508,8.127,Talstraße
49.3531,8.127,Sauterstraße
49.3498,8.1271,Karolinenstraße
49.3507,8.1271,Amalienstraße
49.3516,8.1271,Pulverturmstraße
49.3517,8.1271,Pulverturmstraße
49.3518,8.1271,Pulverturmstraße
49.3519,8.1271,Pulverturmstraße
49.352,8.1271,Pulverturmstraße
49.3521,8.1271,Pulverturmstraße
49.3522,8.1271,Pulverturmstraße
49.3523,8.1271,Pulverturmstraße
49.3524,8.1271,Pulverturmstraße
49.3525,8.1271,Pulverturmstraße
49.3526,8.1271,Pulverturmstraße
49.3527,8.1271,Pulverturmstraße
49.3528,8.1271,Pulverturmstraße
49.3529,8.1271,Pulverturmstraße
49.353,8.1271,Pulverturmstraße
49.3498,8.1272,Karolinenstraße
49.3508,8.1272,Talstraße
49.3509,8.1272,Talstraße
49.3512,8.1272,Ursinusstraße
49.3513,8.1272,Pulverturmstraße
49.3514,8.1272,Pulverturmstraße
49.3515,8.1272,Pulverturmstraße
49.3516,8.1272,Pulverturmstraße
49.3527,8.1272,Pulverturmstraße
49.353,8.1272,Sauterstraße
49.3532,8.1272,Sauterstraße
49.3498,8.1273,Karolinenstraße
49.3511,8.1273,Pulverturmstraße
49.3512,8.1273,Pulverturmstraße
49.3532,8.1273,Sauterstraße
49.3498,8.1274,Karolinenstraße
49.3509,8.1274,Talstraße
49.3532,8.1274,Sauterstraße
49.3497,8.1275,Karolinenstraße
49.3498,8.1275,Karolinenstraße
49.351,8.1275,Talstraße
49.3497,8.1276,Karolinenstraße
49.3498,8.1276,Karolinenstraße
49.351,8.1276,Talstraße
49.3532,8.1276,Sauterstraße
49.3497,8.1277,Karolinenstraße
49.3498,8.1277,Karolinenstraße
49.3509,8.1277,Talstraße
49.351,8.1277,Talstraße
49.3532,8.1277,Sauterstraße
49.3497,8.1278,Karolinenstraße
49.3498,8.1278,Karolinenstraße
49.3497,8.1279,Karolinenstraße
49.3498,8.1279,Karolinenstraße
49.351,8.1279,Talstraße
49.3511,8.1279,Talstraße
49.3514,8.1279,Seilerbahn
49.3532,8.1279,Sauterstraße
49.3497,8.128,Karolinenstraße
49.3498,8.128,Karolinenstraße
49.351,8.128,Talstraße
49.3511,8.128,Talstraße
49.3497,8.1281,Wittelsbacherstraße
49.3498,8.1281,Karolinenstraße
49.3512,8.1281,Talstraße
49.3514,8.1281,Seilerbahn
49.3515,8.1281,Seilerbahn
49.3533,8.1281,Sauterstraße
49.3497,8.1282,Wittelsbacherstraße
49.3498,8.1282,Karolinenstraße
49.3511,8.1282,Talstraße
49.3512,8.1282,Talstraße
49.3515,8.1282,Seilerbahn
49.3498,8.1283,Karolinenstraße
49.3499,8.1283,Karolinenstraße
49.3511,8.1283,Talstraße
49.3516,8.1283,Seilerbahn
49.3533,8.1283,Sauterstraße
49.3498,8.1284,Karolinenstraße
49.3499,8.1284,Karolinenstraße
49.3512,8.1284,Talstraße
49.3513,8.1284,Talstraße
49.3516,8.1284,Seilerbahn
49.3533,8.1284,Sauterstraße
49.3497,8.1285,Wittelsbacherstraße
49.3498,8.1285,Karolinenstraße
49.3499,8.1285,Karolinenstraße
49.3512,8.1285,Talstraße
49.3515,8.1285,Seilerbahn
49.3498,8.1286,Karolinenstraße
49.3499,8.1286,Karolinenstraße
49.3514,8.1286,Talstraße
49.3516,8.1286,Seilerbahn
49.3534,8.1286,Sauterstraße
49.3499,8.1287,Karolinenstraße
49.3513,8.1287,Talstraße
49.3496,8.1288,Wittelsbacherstraße
49.3499,8.1288,Karolinenstraße
49.3513,8.1288,Talstraße
49.3515,8.1288,Talstraße
49.3516,8.1288,Seilerbahn
49.3517,8.1288,Seilerbahn
49.3534,8.1288,Sauterstraße
49.3496,8.1289,Wittelsbacherstraße
49.3499,8.1289,Karolinenstraße
49.35,8.1289,Karolinenstraße
49.3515,8.1289,Talstraße
49.3516,8.1289,Seilerbahn
49.3517,8.1289,Seilerbahn
49.3518,8.1289,Seilerbahn
49.3535,8.1289,Sauterstraße
49.3499,8.129,Karolinenstraße
49.35,8.129,Karolinenstraße
49.3514,8.129,Talstraße
49.3495,8.1291,Wittelsbacherstraße
49.35,8.1291,Karolinenstraße
49.3515,8.1291,Talstraße
49.3516,8.1291,Talstraße
49.3517,8.1291,Seilerbahn
49.3518,8.1291,Seilerbahn
49.3536,8.1291,Sauterstraße
49.3494,8.1292,Wittelsbacherstraße
49.35,8.1292,Karolinenstraße
49.3517,8.1292,Mandelgasse
49.3537,8.1292,Sauterstraße
49.35,8.1293,Karolinenstraße
49.3515,8.1293,Talstraße
49.3517,8.1293,Mandelgasse
49.3537,8.1293,Ziegelgasse
49.3538,8.1293,Sauterstraße
49.3493,8.1294,Wittelsbacherstraße
49.35,8.1294,Karolinenstraße
49.3516,8.1294,Talstraße
49.3517,8.1294,Mandelgasse
49.3518,8.1294,Ludwigstraße
49.3538,8.1294,Ziegelgasse
49.35,8.1295,Karolinenstraße
49.3501,8.1295,Karolinenstraße
49.3516,8.1295,Talstraße
49.3518,8.1295,Ludwigstraße
49.3537,8.1295,Ziegelgasse
49.3492,8.1296,Wittelsbacherstraße
49.35,8.1296,Karolinenstraße
49.3501,8.1296,Karolinenstraße
49.3517,8.1296,Talstraße
49.3519,8.1296,Ludwigstraße
49.3521,8.1296,Ludwigstraße
49.3536,8.1296,Ziegelgasse
49.35,8.1297,Karolinenstraße
49.3501,8.1297,Karolinenstraße
49.3518,8.1297,Ludwigstraße
49.352,8.1297,Ludwigstraße
49.3522,8.1297,Ludwigstraße
49.3536,8.1297,Ziegelgasse
49.35,8.1298,Karolinenstraße
49.3501,8.1298,Karolinenstraße
49.3519,8.1298,Ludwigstraße
49.352,8.1298,Ludwigstraße
49.3521,8.1298,Ludwigstraße
49.3534,8.1298,Ziegelgasse
49.3535,8.1298,Ziegelgasse
49.3491,8.1299,Wittelsbacherstraße
49.3501,8.1299,Karolinenstraße
49.3522,8.1299,Ludwigstraße
49.3524,8.1299,Ludwigstraße
49.3533,8.1299,Ziegelgasse
49.3534,8.1299,Ziegelgasse
49.3501,8.13,Karolinenstraße
49.3523,8.13,Ludwigstraße
49.3524,8.13,Ludwigstraße
49.3532,8.13,Ziegelgasse
49.349,8.1301,Wittelsbacherstraße
49.3501,8.1301,Karolinenstraße
49.3525,8.1301,Ludwigstraße
49.3531,8.1301,Ziegelgasse
49.3501,8.1302,Karolinenstraße
49.3502,8.1302,Karolinenstraße
49.3524,8.1302,Ludwigstraße
49.3525,8.1302,Ludwigstraße
49.353,8.1302,Ziegelgasse
49.3501,8.1303,Karolinenstraße
49.3502,8.1303,Karolinenstraße
49.3526,8.1303,Ludwigstraße
49.3529,8.1303,Ziegelgasse
49.3489,8.1304,Wittelsbacherstraße
49.3501,8.1304,Karolinenstraße
49.3502,8.1304,Karolinenstraße
49.3525,8.1304,Ludwigstraße
49.3526,8.1304,Ludwigstraße
49.3527,8.1304,Ziegelgasse
49.3528,8.1304,Ziegelgasse
49.3501,8.1305,Karolinenstraße
49.3527,8.1305,Ziegelgasse
49.3489,8.1306,Wittelsbacherstraße
49.3501,8.1306,Karolinenstraße
49.3502,8.1306,Karolinenstraße
49.3526,8.1306,Ludwigstraße
49.3527,8.1306,Ziegelgasse
49.3501,8.1307,Karolinenstraße
49.3502,8.1307,Steingleis
49.3503,8.1307,Steingleis
49.3526,8.1307,Ludwigstraße
49.3501,8.1308,Karolinenstraße
49.3503,8.1308,Steingleis
49.3527,8.1308,Ludwigstraße
49.3528,8.1308,Ludwigstraße
49.3489,8.1309,Wittelsbacherstraße
49.3501,8.1309,Karolinenstraße
49.3503,8.1309,Steingleis
49.3528,8.1309,Ziegelgasse
49.35,8.131,Karolinenstraße
49.3501,8.131,Karolinenstraße
49.3503,8.131,Steingleis
49.3527,8.131,Ludwigstraße
49.3528,8.131,Ziegelgasse
49.3529,8.131,Ziegelgasse
49.3489,8.1311,Wittelsbacherstraße
49.3501,8.1311,Karolinenstraße
49.3512,8.1311,Jahnstraße
49.3513,8.1311,Arndtstraße
49.3514,8.1311,Arndtstraße
49.3516,8.1311,Arndtstraße
49.3517,8.1311,Arndtstraße
49.3518,8.1311,Arndtstraße
49.3528,8.1311,Ludwigstraße
49.35,8.1312,Karolinenstraße
49.3501,8.1312,Karolinenstraße
49.3503,8.1312,Steingleis
49.3506,8.1312,Amalienstraße
49.3507,8.1312,Arndtstraße
49.3509,8.1312,Arndtstraße
49.351,8.1312,Arndtstraße
49.3511,8.1312,Arndtstraße
49.3512,8.1312,Arndtstraße
49.3519,8.1312,Talstraße
49.3529,8.1312,Ziegelgasse
49.35,8.1313,Karolinenstraße
49.3501,8.1313,Karolinenstraße
49.3503,8.1313,Steingleis
49.3504,8.1313,Steingleis
49.3505,8.1313,Arndtstraße
49.3528,8.1313,Ludwigstraße
49.3529,8.1313,Ziegelgasse
49.35,8.1314,Karolinenstraße
49.3501,8.1314,Karolinenstraße
49.3504,8.1314,Amalienstraße
49.3519,8.1314,Talstraße
49.353,8.1314,Ziegelgasse
49.339,8.1315,Kaiserstuhl
49.3391,8.1315,Kaiserstuhl
49.3392,8.1315,Kaiserstuhl
49.3474,8.1315,Waldstraße
49.3488,8.1315,Wittelsbacherstraße
49.35,8.1315,Karolinenstraße
49.3529,8.1315,Ludwigstraße
49.353,8.1315,Ziegelgasse
49.3393,8.1316,Kaiserstuhl
49.3394,8.1316,Kaiserstuhl
49.3395,8.1316,Kaiserstuhl
49.3396,8.1316,Kaiserstuhl
49.3474,8.1316,Kastanienweg
49.3488,8.1316,Wittelsbacherstraße
49.35,8.1316,Karolinenstraße
49.3501,8.1316,Karolinenstraße
49.3519,8.1316,Talstraße
49.353,8.1316,Ludwigstraße
49.3388,8.1317,Kaiserstuhl
49.3389,8.1317,Kaiserstuhl
49.3396,8.1317,Kaiserstuhl
49.3397,8.1317,Kaiserstuhl
49.3398,8.1317,Kaiserstuhl
49.3399,8.1317,Kaiserstuhl
49.34,8.1317,Kaiserstuhl
49.3433,8.1317,Mühlweg
49.3474,8.1317,Waldstraße
49.35,8.1317,Karolinenstraße
49.3501,8.1317,Karolinenstraße
49.3519,8.1317,Talstraße
49.3529,8.1317,Kohlplatz
49.353,8.1317,Ludwigstraße
49.3387,8.1318,Kaiserstuhl
49.3396,8.1318,Kaiserstuhl
49.3398,8.1318,Kaiserstuhl
49.34,8.1318,Kaiserstuhl
49.3402,8.1318,Kaiserstuhl
49.3403,8.1318,Kaiserstuhl
49.3404,8.1318,Kaiserstuhl
49.3406,8.1318,Kaiserstuhl
49.3432,8.1318,Mühlweg
49.3434,8.1318,Rietburgstraße
49.3435,8.1318,Rietburgstraße
49.3474,8.1318,Waldstraße
49.35,8.1318,Karolinenstraße
49.3526,8.1318,Kohlplatz
49.3527,8.1318,Kohlplatz
49.3531,8.1318,Lindenstraße
49.3387,8.1319,Kaiserstuhl
49.3399,8.1319,Kaiserstuhl
49.3403,8.1319,Kaiserstuhl
49.3407,8.1319,Kaiserstuhl
49.3408,8.1319,Kaiserstuhl
49.3409,8.1319,Kaiserstuhl
49.341,8.1319,Kaiserstuhl
49.3411,8.1319,Am Häuselberg
49.3432,8.1319,Mühlweg
49.3437,8.1319,Rietburgstraße
49.3438,8.1319,Rietburgstraße
49.3439,8.1319,Rietburgstraße
49.3474,8.1319,Waldstraße
49.3487,8.1319,Wittelsbacherstraße
49.35,8.1319,Karolinenstraße
49.3519,8.1319,Talstraße
49.353,8.1319,Ludwigstraße
49.3531,8.1319,Lindenstraße
49.3387,8.132,Weinstraße
49.3388,8.132,Weinstraße
49.3405,8.132,Kaiserstuhl
49.3406,8.132,Kaiserstuhl
49.3407,8.132,Kaiserstuhl
49.341,8.132,Kaiserstuhl
49.3412,8.132,Am Häuselberg
49.3413,8.132,Kaiserstuhl
49.3414,8.132,Kaiserstuhl
49.3431,8.132,Mühlweg
49.344,8.132,Rietburgstraße
49.3441,8.132,Dr.-Wirth-Straße
49.3474,8.132,Waldstraße
49.35,8.132,Karolinenstraße
49.3519,8.132,Talstraße
49.3524,8.132,Kohlplatz
49.3525,8.132,Kohlplatz
49.3411,8.1321,Kaiserstuhl
49.3413,8.1321,Kaiserstuhl
49.3415,8.1321,Kaiserstuhl
49.3416,8.1321,Kaiserstuhl
49.3417,8.1321,Kaiserstuhl
49.3418,8.1321,Kaiserstuhl
49.3419,8.1321,Kaiserstuhl
49.3442,8.1321,Dr.-Wirth-Straße
49.3474,8.1321,Waldstraße
49.3487,8.1321,Wittelsbacherstraße
49.35,8.1321,Karolinenstraße
49.3523,8.1321,Kohlplatz
49.3531,8.1321,Ludwigstraße
49.3388,8.1322,Weinstraße
49.3415,8.1322,Kaiserstuhl
49.3417,8.1322,Kaiserstuhl
49.3419,8.1322,Kaiserstuhl
49.342,8.1322,Kaiserstuhl
49.3421,8.1322,Kaiserstuhl
49.3422,8.1322,Kaiserstuhl
49.3423,8.1322,Kaiserstuhl
49.343,8.1322,Mühlweg
49.3474,8.1322,Waldstraße
49.3499,8.1322,Karolinenstraße
49.35,8.1322,Karolinenstraße
49.3519,8.1322,Talstraße
49.352,8.1322,Kohlplatz
49.3521,8.1322,Kohlplatz
49.3531,8.1322,Ludwigstraße
49.3532,8.1322,Ludwigstraße
49.3389,8.1323,Weinstraße
49.339,8.1323,Weinstraße
49.3421,8.1323,Kaiserstuhl
49.3423,8.1323,Kaiserstuhl
49.3425,8.1323,Kaiserstuhl
49.3427,8.1323,Kaiserstuhl
49.3428,8.1323,Mühlweg
49.343,8.1323,Mühlweg
49.3443,8.1323,Dr.-Wirth-Straße
49.3486,8.1323,Wittelsbacherstraße
49.3499,8.1323,Karolinenstraße
49.35,8.1323,Karolinenstraße
49.3532,8.1323,Ludwigstraße
49.3391,8.1324,Weinstraße
49.3423,8.1324,Kaiserstuhl
49.3424,8.1324,Kaiserstuhl
49.3426,8.1324,Kaiserstuhl
49.3428,8.1324,Mühlweg
49.3429,8.1324,Mühlweg
49.3475,8.1324,Waldstraße
49.35,8.1324,Karolinenstraße
49.3531,8.1324,Ludwigstraße
49.3532,8.1324,Ludwigstraße
49.3391,8.1325,Weinstraße
49.3427,8.1325,Kaiserstuhl
49.343,8.1325,Mühlweg
49.3431,8.1325,Mühlweg
49.3443,8.1325,Dr.-Wirth-Straße
49.3485,8.1325,Wittelsbacherstraße
49.3499,8.1325,Karolinenterrasse
49.35,8.1325,Karolinenstraße
49.3533,8.1325,Ludwigstraße
49.3392,8.1326,Weinstraße
49.3393,8.1326,Weinstraße
49.3432,8.1326,Mühlweg
49.3433,8.1326,Madenburgstraße
49.3475,8.1326,Waldstraße
49.3499,8.1326,Karolinenstraße
49.3532,8.1326,Ludwigstraße
49.3533,8.1326,Ludwigstraße
49.3434,8.1327,Madenburgstraße
49.3435,8.1327,Madenburgstraße
49.3443,8.1327,Dr.-Wirth-Straße
49.3499,8.1327,Karolinenstraße
49.3533,8.1327,Ludwigstraße
49.3534,8.1327,Ludwigstraße
49.3393,8.1328,Weinstraße
49.3395,8.1328,Weinstraße
49.3434,8.1328,Madenburgstraße
49.3437,8.1328,Madenburgstraße
49.3475,8.1328,Waldstraße
49.3499,8.1328,Karolinenstraße
49.3395,8.1329,Weinstraße
49.3396,8.1329,Weinstraße
49.3437,8.1329,Madenburgstraße
49.3441,8.1329,Dr.-Wirth-Straße
49.3442,8.1329,Dr.-Wirth-Straße
49.3485,8.1329,Wittelsbacherstraße
49.3499,8.1329,Karolinenstraße
49.3533,8.1329,Pfarrgasse
49.3534,8.1329,Ludwigstraße
49.3397,8.133,Weinstraße
49.3439,8.133,Madenburgstraße
49.344,8.133,Madenburgstraße
49.3475,8.133,Waldstraße
49.3499,8.133,Karolinenstraße
49.3397,8.1331,Weinstraße
49.3475,8.1331,Waldstraße
49.3486,8.1331,Wittelsbacherstraße
49.3499,8.1331,Karolinenstraße
49.3535,8.1331,Ludwigstraße
49.3398,8.1332,Weinstraße
49.3399,8.1332,Weinstraße
49.3475,8.1332,Waldstraße
49.3499,8.1332,Karolinenstraße
49.3534,8.1332,Ludwigstraße
49.3535,8.1332,Ludwigstraße
49.34,8.1333,Weinstraße
49.3442,8.1333,Dr.-Wirth-Straße
49.3475,8.1333,Waldstraße
49.3486,8.1333,Bergstraße
49.3498,8.1333,Karolinenstraße
49.3499,8.1333,Karolinenstraße
49.3536,8.1333,Ludwigstraße
49.34,8.1334,Weinstraße
49.3461,8.1334,Dochnahlstraße
49.3462,8.1334,Dochnahlstraße
49.3498,8.1334,Karolinenstraße
49.3499,8.1334,Karolinenstraße
49.3535,8.1334,Ludwigstraße
49.3536,8.1334,Ludwigstraße
49.3402,8.1335,Diedesfelder Weg
49.3442,8.1335,Dr.-Wirth-Straße
49.3456,8.1335,Dochnahlstraße
49.3457,8.1335,Dochnahlstraße
49.3459,8.1335,Dochnahlstraße
49.3463,8.1335,Dochnahlstraße
49.3486,8.1335,Bergstraße
49.3498,8.1335,Karolinenstraße
49.3536,8.1335,Ludwigstraße
49.3403,8.1336,Weinstraße
49.3404,8.1336,Weinstraße
49.3452,8.1336,Dochnahlstraße
49.3454,8.1336,Dochnahlstraße
49.3455,8.1336,Dochnahlstraße
49.3463,8.1336,Stephanstraße
49.3475,8.1336,Waldstraße
49.3498,8.1336,Karolinenstraße
49.3536,8.1336,Ludwigstraße
49.3537,8.1336,Ludwigstraße
49.3405,8.1337,Weinstraße
49.3441,8.1337,Dr.-Wirth-Straße
49.3442,8.1337,Dr.-Wirth-Straße
49.3451,8.1337,Dr.-Hepp-Straße
49.3475,8.1337,Waldstraße
49.3487,8.1337,Bergstraße
49.3498,8.1337,Karolinenstraße
49.3536,8.1337,Ludwigstraße
49.3537,8.1337,Ludwigstraße
49.3405,8.1338,Weinstraße
49.3441,8.1338,Dr.-Wirth-Straße
49.3448,8.1338,Dochnahlstraße
49.345,8.1338,Dochnahlstraße
49.3463,8.1338,Stephanstraße
49.3498,8.1338,Karolinenstraße
49.3537,8.1338,Ludwigstraße
49.3406,8.1339,Weinstraße
49.3407,8.1339,Weinstraße
49.3441,8.1339,Dr.-Wirth-Straße
49.3442,8.1339,Dr.-Wirth-Straße
49.3444,8.1339,Dochnahlstraße
49.3446,8.1339,Dochnahlstraße
49.3447,8.1339,Dochnahlstraße
49.3475,8.1339,Waldstraße
49.3488,8.1339,Bergstraße
49.3498,8.1339,Karolinenstraße
49.3537,8.1339,Ludwigstraße
49.3408,8.134,Weinstraße
49.3409,8.134,Weinstraße
49.3443,8.134,Dochnahlstraße
49.3444,8.134,Dochnahlstraße
49.3445,8.134,Dochnahlstraße
49.3463,8.134,Stephanstraße
49.3498,8.134,Karolinenstraße
49.3408,8.1341,Weinstraße
49.3441,8.1341,Dochnahlstraße
49.3442,8.1341,Dochnahlstraße
49.3443,8.1341,Dochnahlstraße
49.3475,8.1341,Waldstraße
49.3489,8.1341,Bergstraße
49.3498,8.1341,Karolinenstraße
49.3537,8.1341,Ludwigstraße
49.3409,8.1342,Weinstraße
49.341,8.1342,Weinstraße
49.3463,8.1342,Stephanstraße
49.3475,8.1342,Waldstraße
49.3489,8.1342,Bergstraße
49.3498,8.1342,Karolinenstraße
49.3537,8.1342,Ludwigstraße
49.3538,8.1342,Ludwigstraße
49.3411,8.1343,Weinstraße
49.3412,8.1343,Weinstraße
49.344,8.1343,Dr.-Wirth-Straße
49.3441,8.1343,Dochnahlstraße
49.3475,8.1343,Waldstraße
49.3497,8.1343,Karolinenstraße
49.3498,8.1343,Karolinenstraße
49.3538,8.1343,Ludwigstraße
49.3463,8.1344,Stephanstraße
49.3475,8.1344,Waldstraße
49.3497,8.1344,Karolinenstraße
49.3537,8.1344,Ludwigstraße
49.3538,8.1344,Ludwigstraße
49.3413,8.1345,Weinstraße
49.344,8.1345,Dr.-Wirth-Straße
49.3475,8.1345,Waldstraße
49.3489,8.1345,Bergstraße
49.3497,8.1345,Karolinenstraße
49.3538,8.1345,Ludwigstraße
49.3414,8.1346,Weinstraße
49.3439,8.1346,Dr.-Wirth-Straße
49.3463,8.1346,Stephanstraße
49.3497,8.1346,Karolinenstraße
49.3539,8.1346,Ludwigstraße
49.3415,8.1347,Weinstraße
49.3439,8.1347,Dr.-Wirth-Straße
49.344,8.1347,Hermann-Ehlers-Straße
49.3475,8.1347,Waldstraße
49.3489,8.1347,Bergstraße
49.3497,8.1347,Karolinenstraße
49.3538,8.1347,Ludwigstraße
